Experiment,Enrichment,DOMSource,Replicate,Time_hrs,DayOfExperiment,SamplePoint,RQ_RER,Temp_C,O2_perc,O2Rate_ugmin,O2Accum_ug,CO2_perc,CO2Rate_ugmin,CO2Accum_ug,Pressure_mmhg,Status,Restriction_mmHg,Leakage_mLmin,Volume_mL
DOM Crossing Experiment 1,ES,CHLOR,1,312.94,13,final,0.188,19.78,20.8607,-0.138,-23030.88,0.0485,0.026,5513.534,801.59,NA,0,0,250
DOM Crossing Experiment 1,ES,CHLOR,2,316.4,13,final,0.305,19.63,20.85,-0.172,-22222.77,0.0501,0.052,5566.264,801.59,NA,0,0,265
DOM Crossing Experiment 1,ES,CHLOR,3,316.3,13,final,0.227,19.68,20.8524,-0.109,-21724.71,0.0481,0.025,5367.455,801.59,NA,0,0,251
DOM Crossing Experiment 1,ES,CHLOR,1,316.1,13,final,0.815,19.73,20.8618,-0.087,-23047.38,0.0496,0.071,5526.987,801.6,NA,0,0,250
DOM Crossing Experiment 1,ES,CHLOR,2,319.56,13,final,0.272,19.53,20.8527,-0.184,-22257.67,0.0502,0.05,5575.748,801.59,NA,0,0,265
DOM Crossing Experiment 1,ES,CHLOR,3,319.46,13,final,0.329,19.53,20.8539,-0.19,-21760.79,0.0492,0.063,5379.318,801.59,NA,0,0,251
DOM Crossing Experiment 1,ES,CHLOR,1,319.26,13,final,0.108,19.53,20.8619,-0.217,-23088.65,0.0491,0.024,5531.46,801.58,NA,0,0,250
DOM Crossing Experiment 1,ES,CHLOR,2,322.72,13,final,0.249,20.01,20.8503,-0.134,-22283.07,0.0502,0.033,5582.063,801.59,NA,0,0,265
DOM Crossing Experiment 1,ES,CHLOR,3,322.62,13,final,0.14,19.99,20.8527,-0.113,-21782.23,0.0489,0.016,5382.32,801.61,NA,0,0,251
DOM Crossing Experiment 1,ES,CHLOR,1,322.42,13,final,0.523,19.88,20.8616,-0.088,-23105.29,0.0495,0.046,5540.162,801.59,NA,0,0,250
DOM Crossing Experiment 1,ES,CHLOR,2,325.89,13,final,0.538,20.1,20.8531,-0.106,-22303.26,0.0516,0.057,5592.921,801.58,NA,0,0,265
DOM Crossing Experiment 1,ES,CHLOR,3,325.78,13,final,0.729,20.07,20.8575,-0.035,-21788.9,0.0498,0.026,5387.185,801.59,NA,0,0,251
DOM Crossing Experiment 1,ES,CHLOR,1,325.58,13,final,0.366,20.04,20.863,-0.123,-23128.69,0.0509,0.045,5548.724,801.59,NA,0,0,250
DOM Crossing Experiment 1,ES,CHLOR,2,329.05,13,final,0.224,20.26,20.8553,-0.109,-22323.97,0.0508,0.024,5597.551,801.58,NA,0,0,265
DOM Crossing Experiment 1,ES,CHLOR,3,328.95,13,final,0.107,20.26,20.8559,-0.218,-21830.25,0.0496,0.023,5391.605,801.59,NA,0,0,251
DOM Crossing Experiment 1,ES,CHLOR,1,328.75,13,final,0.082,20.27,20.8618,-0.205,-23167.55,0.0503,0.017,5551.909,801.59,NA,0,0,250
DOM Crossing Experiment 1,ES,ES,3,1.16,0,initial,0,20.13,20.9517,0,0,0.0354,0,0,801.58,R,0,0,243
DOM Crossing Experiment 1,ES,ES,2,0.76,0,initial,0,20.11,20.9521,0,0,0.0357,0,0,801.54,R,0,0,260
DOM Crossing Experiment 1,ES,ES,1,0.46,0,initial,0,20.24,20.9502,0,0,0.037,0,0,801.58,R,0,0,267
DOM Crossing Experiment 1,ES,ES,3,4.32,0,initial,0.039,19.77,20.9072,-0.935,-177.424,0.036,-0.037,-6.955,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,3.92,0,initial,0.07,19.76,20.9082,-1.026,-194.782,0.0352,-0.072,-13.574,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,3.62,0,initial,0.028,19.78,20.9063,-1.17,-222.085,0.0369,-0.033,-6.281,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,7.48,0,initial,0.221,20.5,20.8764,-0.566,-284.848,0.041,0.125,16.771,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,7.08,0,initial,0.207,20.3,20.8803,-0.49,-287.696,0.0394,0.101,5.677,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,6.78,0,initial,0.226,20.26,20.8838,-0.383,-294.72,0.0404,0.087,10.171,801.55,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,10.65,0,initial,0.352,21,20.8171,-1.677,-603.119,0.0589,0.59,128.794,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,10.24,0,initial,0.319,20.98,20.8214,-1.729,-615.894,0.0557,0.551,110.234,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,9.94,0,initial,0.294,20.78,20.8283,-1.682,-613.859,0.0562,0.494,103.945,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,13.81,0,initial,0.464,21.53,20.7784,-1.585,-903.801,0.0764,0.735,268.31,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,13.41,0,initial,0.431,21.49,20.7769,-1.772,-952.12,0.0738,0.764,255.182,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,13.11,0,initial,0.427,21.48,20.7856,-1.687,-933.938,0.0741,0.721,240.639,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,16.97,0,initial,0.574,21,20.7672,-1.267,-1144.285,0.0891,0.727,406.272,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,16.57,0,initial,0.545,21,20.7605,-1.496,-1236.029,0.0889,0.815,409.796,801.61,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,16.27,0,initial,0.517,21,20.7693,-1.422,-1203.602,0.0881,0.734,379.935,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,20.13,0,initial,0.647,20.81,20.7607,-0.983,-1330.79,0.0957,0.636,526.999,801.58,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,19.73,0,initial,0.575,20.77,20.7492,-1.186,-1461.027,0.0965,0.682,539.193,801.61,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,19.43,0,initial,0.654,20.78,20.7587,-1.036,-1400.12,0.0968,0.677,508.469,801.57,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,23.29,0,initial,0.679,21,20.7597,-0.919,-1505.099,0.1004,0.624,645.307,801.57,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,22.89,0,initial,0.622,21,20.7485,-0.998,-1650.436,0.1006,0.621,656.96,801.57,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,22.59,0,initial,0.507,21,20.7514,-1.058,-1600.849,0.1001,0.537,610.254,801.57,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,26.46,1,NA,0.66,20.75,20.7648,-0.877,-1671.451,0.1025,0.579,755.132,801.56,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,26.06,1,NA,0.571,20.75,20.7498,-1.053,-1850.324,0.103,0.602,771.135,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,25.75,1,NA,0.626,20.76,20.7539,-0.882,-1768.182,0.1025,0.552,714.945,801.61,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,29.62,1,NA,0.549,20.13,20.7675,-0.929,-1847.642,0.1026,0.509,851.779,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,29.22,1,NA,0.489,20.07,20.7527,-1.101,-2059.151,0.1038,0.538,873.159,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,28.92,1,NA,0.487,20.24,20.7578,-0.979,-1953.916,0.103,0.477,805.378,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,32.78,1,NA,0.639,20.49,20.7627,-0.868,-2012.255,0.1045,0.554,956.899,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,32.38,1,NA,0.613,20.4,20.7459,-1.021,-2252.902,0.107,0.626,991.98,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,32.08,1,NA,0.506,20.35,20.7487,-0.94,-2132.193,0.1036,0.475,895.583,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,35.94,1,NA,0.461,20.29,20.7574,-1.044,-2210.243,0.1043,0.481,1048.122,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,35.54,1,NA,0.461,20.28,20.7394,-1.24,-2488.244,0.1085,0.571,1100.392,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,35.24,1,NA,0.429,20.33,20.7424,-1.085,-2338.003,0.1047,0.465,983.815,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,39.1,1,NA,0.502,20.5,20.7499,-1.085,-2416.052,0.1056,0.544,1151.359,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,38.7,1,NA,0.454,20.27,20.7301,-1.317,-2738.139,0.1102,0.599,1213.961,801.61,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,38.4,1,NA,0.385,20.26,20.7321,-1.197,-2565.15,0.1054,0.461,1071.172,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,42.27,1,NA,0.443,20.75,20.736,-1.187,-2641.3,0.1047,0.525,1251.057,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,41.87,1,NA,0.436,20.51,20.717,-1.332,-2990.874,0.1097,0.58,1324.064,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,41.56,1,NA,0.396,20.51,20.7211,-1.118,-2777.208,0.1045,0.442,1155.122,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,45.43,1,NA,0.469,21.47,20.7202,-1.241,-2876.651,0.105,0.582,1361.447,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,45.03,1,NA,0.437,21.24,20.7012,-1.394,-3255.268,0.1092,0.609,1439.662,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,44.73,1,NA,0.422,21.21,20.7044,-1.207,-3006.19,0.1045,0.51,1251.829,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,48.59,2,NA,0.451,21.94,20.71,-1.311,-3125.529,0.1059,0.592,1473.809,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,48.19,2,NA,0.361,21.75,20.6873,-1.6,-3558.82,0.1085,0.577,1549.225,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,47.89,1,NA,0.372,21.73,20.6929,-1.337,-3259.978,0.1045,0.498,1346.277,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,51.75,2,NA,0.4,21.97,20.6991,-1.287,-3369.786,0.1048,0.515,1571.568,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,51.35,2,NA,0.309,21.92,20.6674,-1.686,-3878.872,0.107,0.522,1648.243,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,51.05,2,NA,0.31,21.86,20.6716,-1.476,-3540.05,0.104,0.457,1433.001,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,54.92,2,NA,0.305,21.78,20.6878,-1.509,-3656.222,0.1023,0.461,1658.993,801.58,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,54.52,2,NA,0.237,21.73,20.6494,-1.916,-4242.494,0.1038,0.453,1734.259,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,54.21,2,NA,0.292,21.73,20.6619,-1.388,-3803.504,0.1021,0.405,1509.826,801.62,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,58.08,2,NA,0.274,21.96,20.6747,-1.697,-3978.195,0.1007,0.464,1747.128,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,57.68,2,NA,0.227,21.91,20.6354,-1.984,-4618.966,0.1013,0.45,1819.644,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,57.38,2,NA,0.264,21.85,20.6534,-1.466,-4081.705,0.0997,0.387,1583.271,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,61.24,2,NA,0.212,21.84,20.6605,-1.852,-4329.649,0.0973,0.392,1821.487,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,60.84,2,NA,0.193,21.88,20.6186,-2.159,-5028.766,0.0986,0.417,1898.72,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,60.54,2,NA,0.23,21.92,20.639,-1.673,-4399.108,0.0979,0.385,1656.238,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,64.42,2,NA,0.196,21.97,20.6519,-1.924,-4696.523,0.0948,0.376,1893.268,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,64.01,2,NA,0.156,21.97,20.604,-2.407,-5486.527,0.0957,0.376,1970.205,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,63.7,2,NA,0.192,21.93,20.6317,-1.679,-4717.633,0.0949,0.322,1717.293,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,67.58,2,NA,0.147,21.48,20.6445,-2.14,-5102.458,0.091,0.315,1952.953,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,67.18,2,NA,0.13,21.48,20.5924,-2.643,-5989.212,0.0924,0.342,2035.351,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,66.88,2,NA,0.159,21.48,20.6265,-1.893,-5078.655,0.0921,0.301,1774.729,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,70.75,2,NA,0.131,21.24,20.6315,-2.215,-5522.693,0.0872,0.289,2007.795,801.58,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,70.34,2,NA,0.118,21.24,20.5769,-2.684,-6498.3,0.0889,0.316,2095.372,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,70.04,2,NA,0.161,21.24,20.6176,-1.83,-5425.805,0.0895,0.294,1830.507,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,73.92,3,NA,0.111,21.24,20.6162,-2.398,-5979.821,0.0836,0.267,2058.648,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,73.52,3,NA,0.101,21.24,20.56,-2.861,-7043.767,0.0856,0.29,2150.736,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,73.22,3,NA,0.12,21.24,20.608,-1.958,-5798.983,0.086,0.235,1875.367,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,77.08,3,NA,0.106,21,20.6049,-2.418,-6438.677,0.0809,0.256,2107.266,801.56,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,76.68,3,NA,0.087,21,20.5481,-2.866,-7587.466,0.082,0.248,2197.882,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,76.38,3,NA,0.11,21,20.5982,-2.012,-6180.835,0.0829,0.222,1917.405,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,80.25,3,NA,0.074,20.87,20.5936,-2.556,-6924.774,0.0772,0.19,2143.464,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,79.85,3,NA,0.08,20.82,20.5341,-3.069,-8171.053,0.0794,0.245,2244.419,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,79.55,3,NA,0.077,20.85,20.5939,-2.595,-6674.217,0.0801,0.199,1955.29,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,83.42,3,NA,0.072,20.8,20.5813,-2.656,-7428.688,0.0747,0.191,2179.634,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,83.01,3,NA,0.05,20.76,20.5229,-3.1,-8759.075,0.0752,0.154,2273.546,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,82.71,3,NA,0.07,20.79,20.5882,-2.505,-7149.479,0.0777,0.176,1988.723,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,86.59,3,NA,0.063,20.85,20.565,-2.79,-7959.281,0.0722,0.177,2213.247,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,86.18,3,NA,0.064,20.75,20.5086,-3.196,-9366.891,0.0733,0.206,2312.66,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,85.88,3,NA,0.08,20.75,20.5779,-2.516,-7628.047,0.076,0.201,2026.991,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,89.75,3,NA,0.055,21,20.5516,-2.832,-8496.465,0.0693,0.157,2242.95,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,89.35,3,NA,0.049,21,20.4911,-3.344,-10001.29,0.0705,0.164,2343.683,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,89.04,3,NA,0.061,20.99,20.5652,-2.469,-8096.484,0.0735,0.151,2055.587,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,92.91,3,NA,0.049,20.51,20.5447,-2.963,-9058.572,0.0672,0.145,2270.438,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,92.51,3,NA,0.042,20.6,20.4887,-3.288,-10625.06,0.068,0.138,2369.947,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,92.21,3,NA,0.05,20.75,20.5614,-2.53,-8576.545,0.071,0.126,2079.574,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,96.07,4,NA,0.038,19.78,20.5416,-2.91,-9610.676,0.0644,0.111,2291.524,801.62,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,95.67,3,NA,0.039,19.78,20.4899,-3.249,-11241.49,0.0655,0.127,2394.029,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,95.37,3,NA,0.037,19.78,20.561,-2.549,-9060.054,0.0676,0.094,2097.424,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,99.23,4,NA,0.038,20.02,20.5299,-2.918,-10164.36,0.0628,0.112,2312.719,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,98.83,4,NA,0.037,19.88,20.4853,-3.071,-11824.07,0.0636,0.114,2415.663,801.61,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,98.53,4,NA,0.06,19.78,20.5553,-2.316,-9499.435,0.0667,0.14,2123.955,801.61,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,102.4,4,NA,0.048,20.26,20.5267,-2.819,-10700.46,0.0625,0.136,2338.64,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,102,4,NA,0.03,20.26,20.4838,-3.073,-12408.57,0.0619,0.093,2433.398,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,101.7,4,NA,0.037,20.26,20.5504,-2.375,-9951.156,0.0647,0.089,2140.889,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,105.56,4,NA,0.022,20.02,20.5221,-3.009,-11271.39,0.0605,0.065,2351.027,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,105.16,4,NA,0.031,20.02,20.485,-3.152,-13006.47,0.0611,0.098,2452.021,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,104.86,4,NA,0.032,20.08,20.5468,-2.534,-10431.87,0.0634,0.082,2156.482,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,108.73,4,NA,0.029,19.55,20.5233,-2.905,-11822.54,0.059,0.085,2367.16,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,108.33,4,NA,0.023,19.55,20.4922,-2.999,-13575.48,0.0591,0.07,2465.279,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,108.02,4,NA,0.029,19.6,20.5492,-2.43,-10892.84,0.0619,0.071,2169.99,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,111.9,4,NA,0.025,19.53,20.5234,-2.834,-12361.54,0.0577,0.072,2380.884,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,111.49,4,NA,0.028,19.53,20.5003,-2.795,-14107.03,0.0579,0.078,2480.034,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,111.19,4,NA,0.045,19.53,20.5487,-2.376,-11344.72,0.0614,0.106,2190.184,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,115.07,4,NA,0.026,20.12,20.5242,-2.839,-12901.31,0.0563,0.075,2395.183,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,114.66,4,NA,0.019,20.02,20.5031,-2.909,-14660.19,0.0562,0.056,2490.718,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,114.36,4,NA,0.021,19.91,20.5469,-2.418,-11804.62,0.0592,0.051,2199.849,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,118.23,4,NA,0.026,19.15,20.5369,-2.687,-13411.06,0.0547,0.071,2408.638,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,117.83,4,NA,0.031,19.29,20.5224,-2.597,-15152.96,0.055,0.081,2506.072,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,117.52,4,NA,0.032,19.46,20.5577,-2.322,-12245.17,0.0576,0.074,2213.949,801.61,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,121.4,5,NA,0.029,18.8,20.5452,-2.58,-13901.87,0.0532,0.076,2423.023,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,121,5,NA,0.031,18.78,20.5361,-2.52,-15632.31,0.0534,0.079,2521.01,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,120.69,5,NA,0.04,18.81,20.5671,-2.227,-12668.83,0.0559,0.09,2230.98,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,124.56,5,NA,0.029,19.53,20.5483,-2.391,-14355.45,0.0528,0.069,2436.132,801.58,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,124.16,5,NA,0.034,19.53,20.544,-2.226,-16054.62,0.0532,0.075,2535.294,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,123.86,5,NA,0.045,19.43,20.5664,-2.066,-13060.73,0.0559,0.092,2248.424,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,127.72,5,NA,0.025,19.75,20.5578,-2.303,-14792.31,0.0524,0.057,2446.98,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,127.32,5,NA,0.03,19.57,20.5574,-2.127,-16458.21,0.0528,0.065,2547.544,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,127.02,5,NA,0.018,19.53,20.5671,-2.13,-13464.82,0.0546,0.039,2255.848,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,130.88,5,NA,0.033,19.92,20.5692,-2.287,-15226.35,0.052,0.076,2461.377,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,130.48,5,NA,0.038,19.87,20.5695,-2.178,-16871.4,0.0527,0.084,2563.429,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,130.18,5,NA,0.035,19.78,20.5729,-2.117,-13866.4,0.054,0.073,2269.716,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,134.05,5,NA,0.037,20.2,20.5866,-2.037,-15612.79,0.0516,0.075,2475.553,801.58,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,133.64,5,NA,0.035,20.03,20.5916,-1.826,-17217.91,0.0516,0.063,2575.461,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,133.34,5,NA,0.045,20.04,20.5848,-1.938,-14234.16,0.0534,0.088,2286.337,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,137.21,5,NA,0.039,20.51,20.602,-1.951,-15982.83,0.0513,0.076,2490.042,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,136.81,5,NA,0.059,20.69,20.6061,-1.748,-17549.59,0.0521,0.103,2595.012,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,136.5,5,NA,0.035,20.75,20.5896,-1.891,-14592.92,0.0528,0.067,2298.976,801.61,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,140.37,5,NA,0.033,19.53,20.6207,-1.951,-16352.93,0.0507,0.065,2502.313,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,139.97,5,NA,0.053,19.53,20.6323,-1.618,-17856.56,0.0516,0.086,2611.263,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,139.67,5,NA,0.057,19.53,20.6133,-1.711,-14917.45,0.0526,0.097,2317.364,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,143.53,5,NA,0.046,19.04,20.6392,-1.639,-16663.82,0.0504,0.075,2516.623,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,143.13,5,NA,0.05,19.04,20.6505,-1.434,-18128.56,0.051,0.071,2624.785,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,142.83,5,NA,0.041,19.04,20.6232,-1.645,-15229.55,0.0519,0.067,2330.142,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,146.69,6,NA,0.059,19.04,20.6559,-1.473,-16943.33,0.051,0.088,2533.225,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,146.29,6,NA,0.063,18.8,20.6663,-1.347,-18384.11,0.0512,0.085,2640.929,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,145.99,6,NA,0.071,18.8,20.6375,-1.471,-15508.51,0.0522,0.104,2349.922,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,149.86,6,NA,0.031,19.51,20.6647,-1.345,-17198.57,0.0505,0.042,2541.116,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,149.45,6,NA,0.059,19.34,20.6798,-0.922,-18559.08,0.0511,0.054,2651.196,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,149.15,6,NA,0.033,19.31,20.6412,-1.246,-15744.95,0.0517,0.042,2357.808,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,153.02,6,NA,0.045,19.53,20.6807,-1.263,-17438.24,0.0513,0.057,2551.963,801.57,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,152.62,6,NA,0.05,19.43,20.6948,-1.017,-18751.94,0.0517,0.051,2660.806,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,152.31,6,NA,0.054,19.5,20.6505,-1.291,-15989.82,0.0527,0.07,2371.08,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,156.18,6,NA,0.044,19.36,20.7019,-1.091,-17645.3,0.0513,0.048,2561.163,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,155.78,6,NA,0.079,19.3,20.7154,-0.798,-18903.35,0.0521,0.063,2672.789,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,155.48,6,NA,0.059,19.29,20.6666,-1.077,-16194.18,0.0529,0.063,2383.068,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,159.34,6,NA,0.048,19.53,20.7242,-1.052,-17844.96,0.0507,0.05,2570.734,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,158.94,6,NA,0.078,19.44,20.7406,-0.752,-19045.94,0.0515,0.059,2683.948,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,158.64,6,NA,0.055,19.29,20.6881,-1.056,-16394.62,0.0523,0.059,2394.18,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,162.5,6,NA,0.061,19.53,20.7405,-0.877,-18011.33,0.0505,0.053,2580.816,801.58,NA,0,0,243
